Issue key,Issue id,Summary,Assignee,Assignee Id,Description
TCON-69,54149,Endorsement on Individual Policy,Rachel Thomas,5c77b20414346e2ff1dfe053,"*As a* Member Services Advisor, Underwriting user or Operations user

*I want* to be able to add or amend endorsement wording to a specific Policy or Renewal

*And,* where required, have this approved by another user or approve myself

*To then* continue with Policy processing



+*_Endorsements Page Details_*+

*Products* - Medical

*Transactions* - New Business



+Field Specifications+

Refer to ‘Endorsements’ tab of [https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/_layouts/15/Doc.aspx?sourcedoc=%7B21DABA1B-350D-4CC2-8DD4-FDBDEF1D8219%7D&file=UI%20Pages%20BRD.xlsx&action=default&mobileredirect=true&DefaultItemOpen=1&ct=1707637191350&wdOrigin=OFFICECOM-WEB.MAIN.OTHER&cid=3a32c40f-cd0d-4fcc-996c-d9315dfca61a&wdPreviousSessionSrc=HarmonyWeb&wdPreviousSession=a708e50f-995b-4b57-930b-3235d1de4834|https://nationalmda.sharepoint.com/:x:/r/sites/ProjectConnect/_layouts/15/Doc.aspx?sourcedoc=%7B21DABA1B-350D-4CC2-8DD4-FDBDEF1D8219%7D&file=UI%20Pages%20BRD.xlsx&action=default&mobileredirect=true&DefaultItemOpen=1&ct=1707637191350&wdOrigin=OFFICECOM-WEB.MAIN.OTHER&cid=3a32c40f-cd0d-4fcc-996c-d9315dfca61a&wdPreviousSessionSrc=HarmonyWeb&wdPreviousSession=a708e50f-995b-4b57-930b-3235d1de4834|smart-link] {color:#bf2600} {color}



*Messages/prompts*

* Please complete all mandatory fields





*Business Rules*

* Where the user does not have authority to approve the Endorsement, upon {color:#36b37e}*NEXT*{color}, a referral is generated. The user can edit this to be referred to a particular user with required authority (e.g. Senior Member Services Advisor) or to the Underwriting task queue.
* *‘Endorsement Type*’ of ‘*Medical HRM'* or '*Risk Surcharge*’ can only be approved by a user with Underwriting level authority
* where *Date To* > 30 June, the same Endorsement and associated fields can roll over to the following renewal.{color:#bf2600} (Query for Coforge: will this be an option or will this need to be added to PRQ data each year to pull thorough to the renewal?  This business rule will be applied to Renewal process user stories){color}
* where Endorsement has been approved, and the Status = ‘Active’, the wording in ‘*Notes*’ is to appear on the relevant policy period Offer of Insurance, Certificate of Currency and Certificate of Insurance.
* Require ability to have Standard Endorsement wording per Endorsement Type. Standard Endorsement wording template to only be updated by Operations but on the Policy the wording is editable.  MDA understands that this will be managed by Manuscript outside of Policy. 



+*_Acceptance Criteria_*+

+_Scenario 1_+

*Given* I go to the page Endorsements

*When* I enter data for all mandatory fields

*And* I do not have authority to approve the endorsement myself

*When* I select Next, 

*Then* a referral is generated 

*So* I can then assign to the relevant user or task queue for approval 



+_Scenario 2_+

*Given* I go to the page Endorsements

*When* I do not complete all mandatory fields

*When* I select Next, 

*Then* a prompt appears to complete all mandatory information before allowing approval 



+_Scenario 3_+

*Given* I go to the page Endorsements

*When* I go to the field Endorsement Type

*And* select an endorsement type with standard wording

*Then* the wording populates in the Notes field

*And* I should be able to edit the wording for this Policy only



+_Scenario 4_+

*Given* I go to the page Endorsements

*When* I have already selected one Endorsement Type

*Then* I want to be able to select an additional Endorsement Type 

*And* have the standard wording for both Endorsement Types appear in the Notes field

*Then* I can edit the Notes field if required



+_Scenario 5_+

*Given* I go to the page Endorsements

*When* I have entered all mandatory information 

*And* the Status is ‘Active’

*Then* when an Offer of Insurance, Certificate of Currency or Certificate of Insurance is generated

*Then* all wording from the ‘Notes’ field should display under the Endorsement heading on these documents



+_Scenario 6_+

*Given* I have added and Endorsement Type of ‘Medical ARM’ or ‘Risk Surcharge’

*Then* upon generation of a referral

*Then* only a user with Underwriting authority is able to authorise the Endorsement 



[https://miro.com/app/board/uXjVNEHcwcw=/|https://miro.com/app/board/uXjVNEHcwcw=/|smart-link] "
TCON-379,55843,POC - PSS,Srishti Tyagi,712020:9103260f-fe27-47fb-bff0-32c99670efcc,
TCON-380,55844,POC - Clinicians eVoting,Henry Le,712020:7984faad-838c-4661-8782-457dc5ea3dbf,
TCON-479,56012,UI\UX Design changes - Express,Sukhvinder Singh,712020:12239ecb-db8c-490b-ab67-055e694dd266,
TCON-445,55933,Applicant page -Field level validation failed,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"Issue 1- Applicant page -Title filed not showing all values as per the MI_UI_001 TC.

Issue 2- While refreshing party search error is getting generated.

Issue 3- DOB should be mandatory field, actaul result-Not a mandatory field.

Issue 4- Primary Phone number filed is missing.

Issue 5- Sequence of gender values should be matching with the BRD.

Issue 6- Sequence of ""Phone Type"" field in applicant info screen is not matching with the BRD/TC.

Issue7- Sequence of ""Email Type"" field dropdown options are incorrect, with missing value of “Mobile” and Should be mandatory field."
TCON-458,55967,Coverage heading for Additional Benefits is displayed as Other additional benefits.,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* MI211Q2024, MI196Q2024

*Env*: DEV

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical or Restricted medical and submit.
# Navigate to coverage page.

*Expected Result:* Coverage heading of Additional Benefits is displayed as Additional Benefit.

*Actual result:* Coverage heading of Additional Benefits is displayed as Other additional benefits.

*Screen shots:*

!image-20240311-073054.png|width=1381,height=622!"
TCON-478,56011,MI_ Qualifications & Registration_ multiple issues in Policy term section.,Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI296Q2024, M1277Q2004

*Env*: DEV

*Req#* QR_UI_01, QR_UI_02

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical.
# Navigate to Qualifications & Registration.
# Verify the Effective date, Term field,

*Expected Result:* 

# Effective date format should be DD/MM/YY format.
# Term field caption should show.

*Actual result:* 

# Effective date format is showing as MM/DD/YY format.
# “Financial Year” field caption is coming.

*Screen shots:*

!image-20240313-112306.png|width=100%!"
TCON-480,56013,Field level Validation failed.,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as medical and submit.
# Navigate to applicant page.

 Issue list-

# Refresh functionality is not working for Email address field.
# The ""Secondary Email Address"" field is not present.
# The ""Preferred Contact Method"" default value is showing as blank.
# The ""Preferred Contact Method"" dropdown options are not matching with the BRD.
# The ""Preferred Contact Method"" field is not a Mandatory field."
TCON-481,56014,MI_ Qualifications & Registration_ multiple issues in Registration section.,Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI296Q2024, M1277Q2004

*Env*: DEV

*Req#* QR_UI_05, QR_UI_08, QR_UI_10, QR_UI_11

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical.
# Navigate to Qualifications & Registration.
# Verify the AHPRA Registration Number, Registration Type, Registration Number, Country Registered

*Expected Result:* 

# AHPRA Registration Number should begin with MEDxxxxxx format.
# Registration Type dropdown should come as value “Provisional”.
# Registration Number should be mandatory field.
# Country Registered should be mandatory field.

*Actual result:* 

# AHPRA Registration Number is taking random no.
# Registration Type  dropdown value “Provisional” spelling mistake.
# Registration Number is not a mandatory field.
# Country Registered is not a mandatory field.

*Screen shots:*

Issue 1:-

!image-20240313-124938.png|width=100%!

Issue 2:-

!image-20240313-125001.png|width=100%!

Issue 3 and 4:-

!image-20240313-125033.png|width=100%!"
TCON-482,56015,"MI_ Qualifications & Registration_ multiple issues in ""Registration History"" and ""Colleges"" section",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI296Q2024, M1277Q2004

*Env*: DEV

*Req#* QR_UI_01, QR_UI_02

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical.
# Navigate to Qualifications & Registration.
# Verify the “Current or prior conditions, undertakings, reprimands or cautions on registration” and “College” field,

*Expected Result:* 

# “Current or prior conditions, undertakings, reprimands or cautions on registration” dropdown value should come as “Cautions on registration”
# College field dropdown values should come as “*Australian and* New Zealand xxx” (multiple dropdown) Note:- space should come between “Australian” and “and”.

*Actual result:* 

# “Current or prior conditions, undertakings, reprimands or cautions on registration” dropdown value is coming as “Cautions”
# College field dropdown values are coming as “*Australianand* New Zealand xxx” (multiple dropdown)

*Screen shots:*

!image-20240313-130702.png|width=100%!

Issue 2:-

!image-20240313-130730.png|width=100%!"
TCON-483,56028,Applicant Info page Issues,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as medical and submit.
# Navigate to applicant page.

 Issue list-

# License Number field is not accepting value more than 20. its should accept upto 40. when we select party type- person & License no.
# In NB transaction For ""Organisation name"" And ""I want to search By""= License No.License Number field is not accepting value more than 20.
# For ""Agency"" And ""I want to search By""= License No.License Number field is not accepting value more than 20."
TCON-485,56033,Preferred contact method mandatory condition is not working.,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as medical and submit.
# Navigate to applicant page.
# Fill all details, leave blank preferred contact method.

""Next"" facility is processing even after leaving ""preferred contact method"" field blank.

!image-20240314-050145.png|width=430,height=186!"
TCON-493,56042,"Applicant Page info - ""Country"" Field issue.",Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as medical and submit.
# Navigate to applicant page.
Issues-

# The ""Country"" field is not a Mandatory field. 
# Refresh functionality is not working for “country field”

|Defect Retest-
!image-20240318-084314.png|width=969,height=487!|

!image-20240314-052013.png|width=1425,height=838!"
TCON-496,56045,"MI_ Qualifications & Registration_ ""Effective"" field validation message is not coming and fields are not hiding in college section",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* MI296Q2024, M1277Q2004, MI337Q2024

*Env*: DEV

*Req#* QR_UI_1, QR_UI_12, QR_UI_13

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as Medical.
# Navigate to Qualifications & Registration.
# Add future effective date and verify “Effective Date” field validation message
# Don't select any value in college field.
# Verify College Qualifications, Training Start Date, College Qual Date, Unaccredited Training fields.

*Expected Result:* 

# Effective Date” field validation message should show 'Rates not available for selected policy period'.
# Training Start Date, College Qual Date, Unaccredited Training fields should be hidden.

*Actual result:* 

# Effective Date” field validation message is not showing
# Training Start Date, College Qual Date, Unaccredited Training fields are not hidden.

*Screen shots:*

Issue 1:-

!image-20240315-112334.png|width=100%!

Issue 2:-

!image-20240314-100606.png|width=100%!"
TCON-498,56047,Applicant Info page Issues Phone Number field is missing on Party search,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as medical and submit.
# Navigate to applicant page.
# click on party search.
# select person->phone no.
# select organisation->phone no.
# select agency->phone no.

 Issue list-

# phone no field is missing. In all 3 scenarios above-
!image-20240314-043116.png|width=249,height=180!

!image-20240320-093857.png|width=1020,height=746!"
TCON-510,56081,Endorsement Type field is not displayed as Mandatory.,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* MI358Q2024

*Env*: DEV



*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type related to Medical and submit.
# Navigate to Endorsement page.
# Submit Endorsement page without selecting any value from Endorsement Type.

*Expected Result:*

1)Prompt message to be displayed to select Endorsement type.

2)Application should not submit to Next page

*Actual result:* 

1)Prompt message is not displayed to select Endorsement type.

2)Application getting submitted to Next page.



*Issue 2:*

Endorsement type of *Other Endorsement WEF 1 July 2023, Public Patient WEF 1 July 2023*, is missing from drop down values.

*Screen shots:*



!image-20240315-073426.png|width=1235,height=551!"
TCON-529,56153,Field level Validation failed-specialty dropdown,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to Staff page.

 Issue list-

Actual result- Only 2 field is showing.

Expected result-

|# The ""Specialty"" field  should have below drop down values
Academic
ADAWA - OMX - Max Facs
ADAWA - YD4 - 4th yr after Graduation
ADAWA - YDX - extended procedures
Administration Medical
Anaesthesia
Career Medical Officer (CMO)
Cosmetic Practice - non surgical
Cosmetic Surgery (No FRACS)
Covid 19 pandemic assistance
Dermatology
Dermatology (Cosmetic Ablative Laser)
Doctors in Specialist Training
DPL - D4 - 4th yr after Graduation
DPL - DX - extended procedures
DPL - OMS - Max Facs
Emergency Medicine - Non Specialist
Emergency Medicine - Specialist (Including General Anaesthesia)
Emergency Medicine - Specialist (Limited General Anaesthesia)
General Practice - Cosmetic
General Practice - Cosmetic Physician
General Practice - Cosmetic Surgery
General Practice - Limited Procedures
General Practice - Non Procedural
General Practice - Non Procedural - Australian Defence Force
General Practice - Obstetrics
General Practice - Procedural
General Surgeon including Obesity Surgery
General Surgeon including Obesity Surgery - Consulting only (No procedures)
Geriatric Medicine
GP Registrar
Graduate
Gratuitous Services
Gynaecologic Oncology
Gynaecology – Consulting Only (No Procedures)
Gynaecology (No Obstetrics)
Hospital Registrar
Hyperbaric Medicine
Intensive Care (Including General Anaesthesia)
Intensive Care (Limited General Anaesthesia)
Medico-Legal
Microbiology
Minor Cosmetics
Neonatology
Neuropathology
Non Accredited Registrar
Non Accredited Trainee
Obstetrics & Gynaecology
Occupational Medicine
Ophthalmology - Cosmetic
Ophthalmology - Non Procedural
Ophthalmology - Procedural
Orthopaedic Surgeon including Spinal Surgery
Orthopaedic Surgery - Foot and Ankle
Orthopaedic Surgery - General
Orthopaedic Surgery - Hand and Wrist
Orthopaedic Surgery - Hip
Orthopaedic Surgery - Knee
Orthopaedic Surgery - Shoulder
Paediatric Gastroenterology
Paediatrics
Pain Medicine
Palliative Medicine
Pathology
Physician - Allergy
Physician - Cardiology - Minor Procedures
Physician - Cardiology - Procedural
Physician - Clinical Genetics
Physician - Cosmetic
Physician - Endocrinology
Physician - Gastroenterology
Physician - General
Physician - General Medicine
Physician - Haematology
Physician - Immunology
Physician - Infectious Diseases
Physician - Nephrology
Physician - Neurology
Physician - Nuclear Medicine
Physician - Oncology
Physician - Respiratory and Sleep Medicine
Physician - Rheumatology
Physician - Sexual Health
Psychiatry
Public Health Medicine
Public Locum
Radiation Oncology
Radiology
Rehabilitation
Research
Resident Medical Officer
Rural Generalist
Rural Generalist Registrar
Skin Cancer Procedural
Sports Medicine
Student
Surgeon - Bariatric
Surgeon - Bariatric - Consulting Only (No Procedures)
Surgeon - Cardiothoracic
Surgeon - Cardiothoracic - Consulting Only (No Procedures)
Surgeon - Colo-Rectal
Surgeon - Colo-Rectal - Consulting Only (No Procedures)
Surgeon - Cosmetic
Surgeon - Cosmetic - Consulting Only (No Procedures)
Surgeon - E.N.T. (Cosmetic)
Surgeon - E.N.T. (Cosmetic) - Consulting Only (No Procedures)
Surgeon - Endocrinology
Surgeon - Endocrinology - Consulting Only (No Procedures)
Surgeon - General
Surgeon - General - Consulting Only (No Procedures)
Surgeon - Hand
Surgeon - Hand - Consulting Only (No Procedures)
Surgeon - Head & Neck
Surgeon - Head & Neck - Consulting Only (No Procedures)
Surgeon - Neurosurgery
Surgeon - Neurosurgery - Consulting Only (No Procedures)
Surgeon - Oral and Maxillofacial
Surgeon - Oral and Maxillofacial - Consulting Only (No Procedures)
Surgeon - Orthopaedic - Consulting Only (No Procedures)
Surgeon - Otolaryngology Head and Neck
Surgeon - Otolaryngology Head and Neck - Consulting Only (No Procedures)
Surgeon - Paediatric
Surgeon - Paediatric - Consulting Only (No Procedures)
Surgeon - Plastic & Reconstructive
Surgeon - Plastic & Reconstructive - Consulting Only (No Procedures)
Surgeon - Plastic & Reconstructive (including Cosmetic Surgery)
Surgeon - Plastic & Reconstructive (no Cosmetic Surgery)
Surgeon - Urology
Surgeon - Urology - Consulting Only (No Procedures)
Surgeon - Vascular
Surgeon - Vascular - Consulting Only (No Procedures)
Surgical Assisting
Travel Medicine
Ultrasound - Diagnostic
Ultrasound - Obstetric & Gynaecology|

!image-20240319-072038.png|width=1707,height=960!"
TCON-530,56154,MDAN Number- Accepting less than minimum no.,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to Staff profile page.

 Issue list-

# MDAN Number- taking less than min no which is 4. but accepting 3 as value.

!image-20240319-072501.png|width=741,height=417!

!image-20240321-101849.png|width=1308,height=515!"
TCON-537,56174,$Symbol is missing in policy limit Dropdown values.,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* 536Q2024

*Env*: DEV

*Req#* CV_UI_01

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Package type as Corporate Practice Cover and submit.
# Navigate to coverage page.

*Expected Result:* Policy limit should be displayed with below dropdown values.

$20million (max $10M for any one claim)
$10million (max $5M for any one claim)

*Actual result:*  Policy limit should be displayed with below dropdown values.

20 Million(max 10 M for any one claim)

10 Million(max 5 M for any one claim)

*Screen shots:*

!image-20240320-053554.png|width=819,height=476!

*Issue 2:*

Policy limit drop down field is not displayed as mandatory field.

*Issue 3:*

Deductible static text displayed twice on coverage view.

!image-20240320-094445.png|width=662,height=379!"
TCON-556,56193,Quote number generated for practice is not having prefix of PI,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* 536Q2024

*Env*: DEV

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Package type as Corporate Practice Cover and submit.
# Submit Applicant info.

*Expected Result:* Quote number generated for practice should have prefix of PI.

*Actual result:*  Quote number generated for practice not having prefix of PI.

*Screen shots:*

!image-20240320-093245.png|width=924,height=555!"
TCON-576,56213,"PI_ Practice Details_ ABN/ ACN, Healthcare Services, Details of Services field issues",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* 551Q2024

*Env*: DEV

*Req#* PD_UI_09, PD_UI_12, PD_UI_26

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as “Corporate Practice Cover”.
# Navigate to “Practice Details” page.
# Verify “ABN/ ACN” field maximum length.
# Verify “Healthcare Services” field dropdown values.
# Verify “Details of Services” show hide condition.

*Expected Result:* 

#  “ABN/ ACN” field maximum length should be 11 digit.
#  “General Practice - Cosmetic” and “General Practice - Cosmetic Surgery“ drop down values should not present in “Healthcare Services” field.
# “Details of Services” field should show when “Day Surgery =Yes”.

*Actual result:* 

#  “ABN/ ACN” field maximum length is accepting more than 11 digit.
#  “General Practice - Cosmetic” and “General Practice - Cosmetic Surgery“ drop down values are coming in “Healthcare Services” field.
# “Details of Services” field is showing when “Day Surgery =No or not selected”.

*Screen shots:*

Issue 1:-

!image-20240320-115752.png|width=100%!

Issue 2:-

!image-20240320-120914.png|width=100%!

Issue 3:- “Details of Services” field is not showing when “Day Surgery =No or not selected”.

!image-20240320-121253.png|width=100%!"
TCON-605,56242,PIP - Verify Staff Profile - Observation/field alignment..,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"Observation found in Qa testing- Alignment/Visibility issues-

{adf:display=block}
{""type"":""table"",""attrs"":{""isNumberColumnEnabled"":false,""layout"":""default"",""localId"":""38247dca-f4b5-46b6-87ef-f15ab6b32317""},""content"":[{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Field ""}]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Remarks by QA""}]}]}]},{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Specialty""}]}]},{""type"":""tableCell"",""attrs"":{""rowspan"":2},""content"":[{""type"":""paragraph"",""content"":[]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""All the field values having 2 or more wording have space issues. For eg- \""Dermal  Photographer\"" is copied from application.""}]}]}]},{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Staff Type""}]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""All the field values having 2 or more wording have space issues. For eg- \""Dermal  Photographer\"" is copied from application.""}]}]}]},{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Clinical Staff Table""}]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""It should fit to the Screen,either move delete button. As discussed with vamshi.""}]}]}]},{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Specialty""}]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Specialty Drop down values are Not visible properly, It would be difficult to choose for User.""}]}]}]},{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Specialty Header""}]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Header Section should show full Field caption.""}]}]}]},{""type"":""tableRow"",""content"":[{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Sessions Field""}]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[]}]},{""type"":""tableCell"",""attrs"":{},""content"":[{""type"":""paragraph"",""content"":[{""type"":""text"",""text"":""Help text is not showing up.""}]}]}]}]}
{adf}"
TCON-609,56255,Notes field is not displayed as mandatory on Endorsement view.,Ramakrishna,712020:5dbcb160-046c-4650-a81d-d23b26f6def0,"*Quote number:* 610Q2024.

*Env*: DEV

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Package type as Corporate Practice Cover and submit.
# Navigate to Endorsement page select any Endorsement type and submit.
# Select Date from, Date To and Approve and submit.

*Expected Result:* Prompt should be displayed to enter text in notes field.

*Actual result:*  Prompt not displayed to enter text in notes field.

Note: This to be make mandatory for Medical as well

*Screen shots:*

!image-20240321-042815.png|width=377,height=237!

*Issue 2:*

Approve field also should be mandatory."
TCON-610,56256,"PI_ Practice Details_ Space is missing in ""Policy term"" header",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* 551Q2024

*Env*: DEV

*Req#* PD_UI_01

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as “Corporate Practice Cover”.
# Navigate to “Practice Details” page.
# Verify “Policy term” field

*Expected Result:* 

#  Space should present in between “Policy Term” field.

*Actual result:* 

#  Space is missing in “Policy Term” field.

*Screen shots:*

Issue :-

!image-20240321-043043.png|width=100%!"
TCON-613,56262,"PI_ Practice Details_ ""ABN/ ACN"", ""Healthcare Services"", ""Other, Accredited by a registered accreditation body"", ""Details of Services"" field issues",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* 551Q2024

*Env*: DEV

*Req#* PD_UI_07, PD_UI_08, PD_UI_013, PD_UI_14

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as “Corporate Practice Cover”.
# Navigate to “Practice Details” page.
# Verify “Owned by another Entity - Name” and “Additional Insured Entity Name“ field maximum length.
# Verify “+ symbol” below “Entity Details” section.

*Expected Result:* 

# “Owned by another Entity - Name” and “Additional Insured Entity Name“, “Accredited by a registered accreditation body“ fields should not accept more than 250 characters.
# “Other” field should accept 500 characters.
# “+ button” below “Entity Details” section should add a new row.

*Actual result:* 

#  “Owned by another Entity - Name”, “Additional Insured Entity Name“ and “Accredited by a registered accreditation body“ fields  accepting more than 250 characters. 
# “Other” field is accepting less than 500 characters.
#  “+ button” below “Entity Details” section is not adding new row and asking to enter all mandatory fields 1st.

*Screen shots:*

Issue 1 and 3:-

!image-20240321-070018.png|width=100%!

Issue 1 and 2:-

!image-20240321-085857.png|width=100%!"
TCON-614,56263,"PI_ Practice Details_ ""First Name"", ""Last Name"", ""Specialty"", ""Details of Services"" fields max length and show/hide rule not coming correctly.",Anshuman Jena,712020:33e5ac72-5182-4a8a-8dc0-d378ada4614c,"*Quote number:* 551Q2024

*Env*: DEV

*Req#* PD_UI_09, PD_UI_12, PD_UI_26

*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button. 
# Click on New Quote
# Select Product type as “Corporate Practice Cover”.
# Navigate to “Practice Details” page.
# Verify ""First Name"", ""Last Name"", ""Specialty"", ""Details of Services"" fields maximum length and show/hide rule.

*Expected Result:* 

#  ""First Name"", ""Last Name"", ""Specialty"", ""Details of Services"" fields should accept 75 characters maximum where ""Details of Services"" field should accept 1000 characters maximum.
#  ""First Name"", ""Last Name"", ""Specialty"", ""Details of Services"" fields should show as nothing mentioned in the BRD.

*Actual result:* 

#  ""First Name"", ""Last Name"", ""Specialty"", ""Details of Services"" fields accepting more than 75 characters where ""Details of Services"" field accepting more than 1000 characters.
# ""First Name"", ""Last Name"", ""Specialty"", ""Details of Services"" fields are hiding when “Additional Service performed by” field is NO.

*Screen shots:*

Issue 1:-

!image-20240321-093130.png|width=100%!



Issue 2:-

!image-20240321-093507.png|width=100%!"
TCON-617,56266,Field level Validation For specialty default value,Rasheda,712020:5a5bfba8-a520-41eb-b938-55bf824d8b90,"*Steps:*

# Access the MDA test URL.
# Provide valid credentials and click on submit button.
# Click on New Quote
# Select Product type as Practice and submit.
# Navigate to Staff profile page.

Expected- The ""Specialty"" default value is  ""Select"".

Actual-It is blank

!image-20240321-120103.png|width=1263,height=361!



!image-20240321-095429.png|width=576,height=173!"
